,date,team1Name,team2Name,venue,referee,result,day,month,season,avgLast5Scores,avgLast5ScoresAgainst,avgLast5Bps,avgLast5BpsAgainst,avgLast5Tries,avgLast5Conversions,avgLast5Penalties,avgLast5DropGoals,avgLast5TriesAgainst,avgLast5ConversionsAgainst,avgLast5PenaltiesAgainst,avgLast5DropGoalsAgainst,targetCode,wonLastTeam1,wonLastTeam2
573,2016-09-17,Northampton,Saracens,Allianz Park,Greg Garner,L,Sat,Sep,2016-17,22.6,18.4,0.6,0.2,2.6,1.8,2.0,0.0,1.6,1.6,2.0,0.4,0,1.0,1
568,2016-09-17,Bath,Worcester,Recreation Ground,Craig Maxwell-Keys,W,Sat,Sep,2016-17,32.0,17.4,0.8,0.8,3.8,3.2,1.6,0.6,2.6,1.6,0.4,0.0,1,1.0,1
572,2016-09-17,Saracens,Northampton,Allianz Park,Greg Garner,W,Sat,Sep,2016-17,36.8,14.4,0.6,0.0,4.6,3.6,2.2,0.0,1.6,1.4,1.2,0.0,1,1.0,0
571,2016-09-17,Harlequins,Exeter,Sandy Park,Matthew Carley,L,Sat,Sep,2016-17,19.8,29.4,0.2,0.6,2.0,1.6,2.2,0.0,4.0,2.6,1.4,0.0,0,0.0,0
570,2016-09-17,Exeter,Harlequins,Sandy Park,Matthew Carley,W,Sat,Sep,2016-17,29.8,26.8,0.4,0.2,3.8,3.0,1.6,0.0,3.2,2.4,2.0,0.0,1,0.0,0
577,2016-09-18,Leicester,Newcastle,Kingston Park,JP Doyle,W,Sun,Sep,2016-17,27.0,32.8,0.6,0.8,3.4,2.6,1.6,0.0,4.0,4.0,1.6,0.0,1,0.0,0
574,2016-09-18,Wasps,Bristol,Ricoh Arena,Tim Wigglesworth,W,Sun,Sep,2016-17,34.0,24.6,0.6,0.4,4.4,3.0,2.0,0.0,3.0,2.4,1.6,0.0,1,1.0,0
576,2016-09-18,Newcastle,Leicester,Kingston Park,JP Doyle,L,Sun,Sep,2016-17,13.2,25.0,0.2,0.6,1.6,0.8,1.2,0.0,3.0,2.0,1.8,0.2,0,0.0,0
579,2016-09-23,Exeter,Bristol,Ashton Gate,Tom Foley,W,Fri,Sep,2016-17,24.6,27.0,0.4,0.2,2.8,2.6,1.8,0.0,3.2,2.2,2.2,0.0,1,1.0,0
586,2016-09-24,Worcester,Sale,Sixways,JP Doyle,D,Sat,Sep,2016-17,16.8,33.8,0.0,0.8,2.2,1.4,1.0,0.0,4.0,3.6,2.2,0.0,0,0.0,0
582,2016-09-24,Harlequins,Saracens,Twickenham Stoop,Craig Maxwell-Keys,W,Sat,Sep,2016-17,22.4,32.2,0.2,0.8,2.6,2.0,1.8,0.0,4.4,3.0,1.4,0.0,1,0.0,1
580,2016-09-24,Gloucester,Newcastle,Kingsholm,David Sainsbury,L,Sat,Sep,2016-17,22.4,22.6,0.4,0.4,2.0,2.0,2.8,0.0,2.8,1.6,1.8,0.0,0,1.0,0
584,2016-09-24,Northampton,Wasps,Franklin's Gardens,Luke Pearce,L,Sat,Sep,2016-17,20.2,17.8,0.4,0.2,2.2,1.6,2.0,0.0,1.4,1.2,2.4,0.4,0,0.0,1
585,2016-09-24,Wasps,Northampton,Franklin's Gardens,Luke Pearce,W,Sat,Sep,2016-17,40.4,26.6,0.6,0.4,5.2,4.2,2.0,0.0,3.2,2.6,1.8,0.0,1,1.0,0
581,2016-09-24,Newcastle,Gloucester,Kingsholm,David Sainsbury,W,Sat,Sep,2016-17,13.2,26.6,0.4,0.4,1.6,0.8,1.2,0.0,3.2,2.0,2.0,0.2,1,0.0,1
583,2016-09-24,Saracens,Harlequins,Twickenham Stoop,Craig Maxwell-Keys,L,Sat,Sep,2016-17,33.6,13.0,0.4,0.0,3.8,2.8,3.0,0.0,1.0,1.0,2.0,0.0,0,1.0,0
587,2016-09-24,Sale,Worcester,Sixways,JP Doyle,D,Sat,Sep,2016-17,21.0,24.0,0.4,0.4,2.4,1.8,1.8,0.0,2.8,2.0,2.0,0.0,0,0.0,0
589,2016-09-25,Bath,Leicester,Welford Road,Matthew Carley,L,Sun,Sep,2016-17,33.0,16.6,0.8,0.4,3.8,3.4,1.8,0.6,2.4,1.4,0.6,0.0,0,1.0,1
588,2016-09-25,Leicester,Bath,Welford Road,Matthew Carley,W,Sun,Sep,2016-17,23.6,32.0,0.4,1.0,2.8,1.8,2.0,0.0,3.8,3.8,1.8,0.0,1,1.0,1
592,2016-09-30,Northampton,Exeter,Franklin's Gardens,Matthew Carley,W,Fri,Sep,2016-17,20.2,19.0,0.6,0.0,2.2,1.6,2.0,0.0,1.4,1.2,2.8,0.4,1,0.0,1
591,2016-09-30,Saracens,Bristol,Ashton Gate,Ian Tempest,W,Fri,Sep,2016-17,26.8,13.0,0.6,0.0,3.0,2.0,2.6,0.0,1.0,1.0,2.0,0.0,1,0.0,0
593,2016-09-30,Exeter,Northampton,Franklin's Gardens,Matthew Carley,L,Fri,Sep,2016-17,26.0,25.8,0.6,0.2,3.0,2.8,1.8,0.0,3.4,2.0,1.6,0.0,0,1.0,0
594,2016-10-01,Sale,Leicester,AJ Bell Stadium,Craig Maxwell-Keys,W,Sat,Oct,2016-17,23.6,27.8,0.6,0.4,2.8,2.4,1.6,0.0,3.2,2.6,2.2,0.0,1,0.0,1
595,2016-10-01,Leicester,Sale,AJ Bell Stadium,Craig Maxwell-Keys,L,Sat,Oct,2016-17,25.0,27.2,0.2,0.8,2.6,1.8,2.8,0.0,3.2,3.2,1.6,0.0,0,1.0,1
597,2016-10-01,Bath,Gloucester,Kingsholm,JP Doyle,W,Sat,Oct,2016-17,33.0,20.4,0.6,0.4,3.8,3.4,1.8,0.6,2.6,1.6,1.4,0.0,1,0.0,0
596,2016-10-01,Gloucester,Bath,Kingsholm,JP Doyle,L,Sat,Oct,2016-17,22.6,24.0,0.6,0.2,2.2,2.2,2.4,0.0,3.0,1.8,1.8,0.0,0,0.0,0
599,2016-10-02,Harlequins,Wasps,Ricoh Arena,Greg Garner,L,Sun,Oct,2016-17,19.4,29.2,0.0,0.8,2.2,1.8,1.6,0.0,4.0,2.8,1.2,0.0,0,1.0,1
598,2016-10-02,Wasps,Harlequins,Ricoh Arena,Greg Garner,W,Sun,Oct,2016-17,39.8,22.8,0.6,0.6,5.2,4.2,1.8,0.0,2.8,2.0,1.6,0.0,1,1.0,1
600,2016-10-02,Worcester,Newcastle,Sixways,Tom Foley,W,Sun,Oct,2016-17,20.2,34.4,0.2,0.8,2.8,1.6,1.0,0.0,4.0,3.6,2.4,0.0,1,0.0,1
601,2016-10-02,Newcastle,Worcester,Sixways,Tom Foley,L,Sun,Oct,2016-17,14.0,24.6,0.4,0.6,1.6,0.6,1.6,0.0,2.8,2.0,2.0,0.2,0,1.0,1
602,2016-10-07,Bath,Sale,Recreation Ground,Tom Foley,W,Fri,Oct,2016-17,28.4,16.2,0.4,0.2,3.2,2.6,1.6,0.8,1.8,1.2,1.6,0.0,1,1.0,1
603,2016-10-07,Sale,Bath,Recreation Ground,Tom Foley,L,Fri,Oct,2016-17,27.0,30.0,0.6,0.6,3.2,2.8,1.8,0.0,3.6,3.0,2.0,0.0,0,1.0,1
604,2016-10-08,Exeter,Gloucester,Sandy Park,Greg Garner,D,Sat,Oct,2016-17,25.8,24.2,0.8,0.2,2.8,2.6,2.2,0.0,3.2,2.0,1.4,0.0,0,0.0,0
605,2016-10-08,Gloucester,Exeter,Sandy Park,Greg Garner,D,Sat,Oct,2016-17,19.8,21.4,0.6,0.2,1.8,1.8,2.4,0.0,2.8,1.6,1.2,0.2,0,0.0,0
608,2016-10-08,Leicester,Worcester,Welford Road,Tim Wigglesworth,W,Sat,Oct,2016-17,27.6,25.2,0.4,1.0,2.8,2.0,3.2,0.0,3.0,3.0,1.4,0.0,1,0.0,1
607,2016-10-08,Northampton,Harlequins,Twickenham Stoop,Ian Tempest,L,Sat,Oct,2016-17,18.6,18.8,0.6,0.2,2.0,1.6,1.8,0.0,1.2,1.0,3.2,0.4,0,1.0,0
609,2016-10-08,Worcester,Leicester,Welford Road,Tim Wigglesworth,L,Sat,Oct,2016-17,18.6,27.6,0.2,0.8,2.4,1.2,1.4,0.0,2.8,2.6,2.8,0.0,0,1.0,0
610,2016-10-08,Newcastle,Bristol,Kingston Park,Wayne Barnes,W,Sat,Oct,2016-17,12.8,22.6,0.4,0.6,1.0,0.6,2.2,0.0,2.6,1.8,1.8,0.2,1,0.0,0
606,2016-10-08,Harlequins,Northampton,Twickenham Stoop,Ian Tempest,W,Sat,Oct,2016-17,18.2,26.2,0.0,0.8,2.0,1.4,1.8,0.0,3.4,2.8,1.2,0.0,1,0.0,1
612,2016-10-09,Saracens,Wasps,Allianz Park,Matthew Carley,W,Sun,Oct,2016-17,29.0,9.0,0.8,0.0,3.4,2.4,2.4,0.0,0.6,0.6,1.6,0.0,1,1.0,1
613,2016-10-09,Wasps,Saracens,Allianz Park,Matthew Carley,L,Sun,Oct,2016-17,39.2,19.4,0.6,0.4,5.2,4.2,1.6,0.0,2.2,1.2,2.0,0.0,0,1.0,0
614,2016-10-28,Northampton,Gloucester,Franklin's Gardens,Tom Foley,W,Fri,Oct,2016-17,17.6,19.2,0.4,0.2,1.6,1.2,2.4,0.0,1.4,1.0,3.4,0.0,1,0.0,1
615,2016-10-28,Gloucester,Northampton,Franklin's Gardens,Tom Foley,L,Fri,Oct,2016-17,19.0,19.2,0.2,0.2,1.6,1.6,2.6,0.0,2.6,1.0,1.2,0.2,0,0.0,0
617,2016-10-29,Worcester,Harlequins,Twickenham Stoop,Luke Pearce,L,Sat,Oct,2016-17,20.6,27.4,0.2,0.8,2.6,1.4,1.6,0.0,2.8,2.8,2.6,0.0,0,0.0,1
618,2016-10-29,Saracens,Leicester,Allianz Park,Wayne Barnes,W,Sat,Oct,2016-17,28.0,11.2,0.8,0.0,3.4,2.2,2.2,0.0,0.8,0.6,2.0,0.0,1,1.0,1
619,2016-10-29,Leicester,Saracens,Allianz Park,Wayne Barnes,L,Sat,Oct,2016-17,26.8,21.6,0.4,0.6,2.6,1.8,3.4,0.0,2.4,2.4,1.6,0.0,0,1.0,1
616,2016-10-29,Harlequins,Worcester,Twickenham Stoop,Luke Pearce,W,Sat,Oct,2016-17,18.0,24.2,0.0,0.6,1.8,1.2,2.2,0.0,2.8,2.4,1.8,0.0,1,1.0,0
625,2016-10-30,Bath,Exeter,Sandy Park,Ian Tempest,W,Sun,Oct,2016-17,30.8,14.0,0.4,0.0,3.8,3.2,1.4,0.4,1.4,0.8,1.8,0.0,1,1.0,1
624,2016-10-30,Exeter,Bath,Sandy Park,Ian Tempest,L,Sun,Oct,2016-17,27.2,24.6,0.8,0.2,3.2,2.6,2.0,0.0,3.2,2.2,1.4,0.0,0,0.0,1
620,2016-10-30,Wasps,Newcastle,Ricoh Arena,Craig Maxwell-Keys,W,Sun,Oct,2016-17,37.0,21.4,0.6,0.4,4.8,3.8,1.8,0.0,2.6,1.2,2.0,0.0,1,0.0,0
621,2016-10-30,Newcastle,Wasps,Ricoh Arena,Craig Maxwell-Keys,L,Sun,Oct,2016-17,12.8,22.0,0.4,0.6,1.4,0.8,1.4,0.0,2.6,1.8,1.6,0.2,0,1.0,0
623,2016-10-30,Sale,Bristol,Ashton Gate,JP Doyle,W,Sun,Oct,2016-17,20.6,26.0,0.4,0.4,2.2,1.8,2.0,0.0,2.8,2.4,2.4,0.0,1,0.0,0
629,2016-11-18,Northampton,Worcester,Sixways,Greg MacDonald,W,Fri,Nov,2016-17,15.8,21.2,0.2,0.4,1.2,1.0,2.6,0.0,1.6,1.2,3.6,0.0,1,1.0,0
630,2016-11-18,Newcastle,Exeter,Kingston Park,Tim Wigglesworth,L,Fri,Nov,2016-17,13.0,16.6,0.4,0.6,1.2,0.8,1.8,0.0,1.8,1.4,1.6,0.0,0,0.0,0
628,2016-11-18,Worcester,Northampton,Sixways,Greg MacDonald,L,Fri,Nov,2016-17,18.8,30.0,0.2,1.0,2.4,1.6,1.2,0.0,3.4,3.0,2.2,0.0,0,0.0,1
626,2016-11-18,Bath,Bristol,Recreation Ground,Ian Tempest,W,Fri,Nov,2016-17,21.8,15.0,0.2,0.2,2.4,2.2,1.6,0.2,1.4,1.0,2.0,0.0,1,1.0,0
631,2016-11-18,Exeter,Newcastle,Kingston Park,Tim Wigglesworth,W,Fri,Nov,2016-17,26.6,20.4,1.0,0.0,3.2,2.6,1.8,0.0,2.4,1.8,1.6,0.0,1,0.0,0
633,2016-11-19,Wasps,Gloucester,Kingsholm,Dean Richards,L,Sat,Nov,2016-17,36.4,18.2,0.6,0.4,4.8,3.8,1.6,0.0,2.2,1.2,1.6,0.0,0,1.0,0
632,2016-11-19,Gloucester,Wasps,Kingsholm,Dean Richards,W,Sat,Nov,2016-17,18.4,19.2,0.4,0.2,1.6,1.6,2.4,0.0,2.4,1.2,1.4,0.2,1,0.0,1
634,2016-11-20,Sale,Saracens,AJ Bell Stadium,Andrew Jackson,L,Sun,Nov,2016-17,23.0,26.6,0.6,0.4,3.0,2.2,1.2,0.0,2.8,2.4,2.6,0.0,0,1.0,1
636,2016-11-20,Leicester,Harlequins,Welford Road,Craig Maxwell-Keys,W,Sun,Nov,2016-17,24.4,19.6,0.4,0.4,2.4,2.0,2.8,0.0,2.2,2.2,1.4,0.0,1,0.0,1
635,2016-11-20,Saracens,Sale,AJ Bell Stadium,Andrew Jackson,W,Sun,Nov,2016-17,26.0,10.6,0.6,0.0,3.0,2.2,2.2,0.0,0.8,0.6,1.8,0.0,1,1.0,0
637,2016-11-20,Harlequins,Leicester,Welford Road,Craig Maxwell-Keys,L,Sun,Nov,2016-17,23.2,23.2,0.2,0.6,2.6,1.6,2.2,0.0,3.0,2.6,1.0,0.0,0,1.0,0
641,2016-11-25,Newcastle,Northampton,Franklin's Gardens,Andrew Jackson,W,Fri,Nov,2016-17,14.2,20.2,0.2,0.8,1.4,0.6,2.0,0.0,2.4,2.0,1.4,0.0,1,0.0,1
640,2016-11-25,Northampton,Newcastle,Franklin's Gardens,Andrew Jackson,L,Fri,Nov,2016-17,17.0,19.2,0.2,0.6,1.2,1.0,3.0,0.0,1.6,1.4,2.8,0.0,0,1.0,0
639,2016-11-25,Leicester,Bristol,Ashton Gate,Tim Wigglesworth,W,Fri,Nov,2016-17,26.6,18.2,0.4,0.2,2.4,2.2,3.2,0.2,2.0,2.0,1.4,0.0,1,1.0,0
643,2016-11-26,Worcester,Exeter,Sandy Park,Matthew O’Grady,L,Sat,Nov,2016-17,17.8,26.2,0.4,0.8,2.2,1.6,1.2,0.0,2.6,2.2,2.8,0.0,0,0.0,1
642,2016-11-26,Exeter,Worcester,Sandy Park,Matthew O’Grady,W,Sat,Nov,2016-17,25.8,19.2,1.0,0.0,3.0,2.4,2.0,0.0,2.2,1.4,1.8,0.0,1,1.0,0
647,2016-11-27,Sale,Wasps,Ricoh Arena,Tom Foley,L,Sun,Nov,2016-17,23.0,27.0,0.6,0.4,2.8,2.4,1.4,0.0,3.0,2.4,2.4,0.0,0,0.0,0
646,2016-11-27,Wasps,Sale,Ricoh Arena,Tom Foley,W,Sun,Nov,2016-17,26.0,21.0,0.4,0.6,3.2,2.6,1.6,0.0,2.6,1.6,1.6,0.0,1,0.0,0
648,2016-11-27,Harlequins,Bath,Twickenham Stoop,Dean Richards,W,Sun,Nov,2016-17,19.4,21.0,0.2,0.4,2.0,1.2,2.2,0.0,2.2,2.0,1.8,0.2,1,0.0,1
644,2016-11-27,Saracens,Gloucester,Allianz Park,Greg MacDonald,W,Sun,Nov,2016-17,26.2,10.8,0.6,0.0,3.2,2.4,1.8,0.0,1.0,0.8,1.4,0.0,1,1.0,1
649,2016-11-27,Bath,Harlequins,Twickenham Stoop,Dean Richards,L,Sun,Nov,2016-17,17.6,12.4,0.0,0.4,1.8,1.6,1.6,0.2,0.8,0.6,2.4,0.0,0,1.0,0
645,2016-11-27,Gloucester,Saracens,Allianz Park,Greg MacDonald,L,Sun,Nov,2016-17,20.4,20.2,0.6,0.2,2.2,2.0,1.8,0.0,2.4,1.4,1.6,0.2,0,1.0,1
651,2016-12-02,Exeter,Sale,AJ Bell Stadium,Wayne Barnes,W,Fri,Dec,2016-17,29.0,20.2,1.0,0.0,3.6,2.8,1.8,0.0,2.2,1.6,2.0,0.0,1,1.0,0
650,2016-12-02,Sale,Exeter,AJ Bell Stadium,Wayne Barnes,L,Fri,Dec,2016-17,21.0,27.0,0.4,0.4,2.6,2.2,1.2,0.0,3.0,2.4,2.4,0.0,0,0.0,1
652,2016-12-03,Bath,Saracens,Recreation Ground,Greg Garner,W,Sat,Dec,2016-17,18.8,9.8,0.2,0.4,1.8,1.6,2.0,0.2,0.6,0.4,2.0,0.0,1,0.0,1
656,2016-12-03,Leicester,Northampton,Welford Road,JP Doyle,W,Sat,Dec,2016-17,24.0,18.6,0.4,0.4,2.2,2.0,2.8,0.2,1.8,1.8,2.0,0.0,1,1.0,0
654,2016-12-03,Gloucester,Bristol,Kingsholm,Matthew Carley,W,Sat,Dec,2016-17,21.8,21.4,0.6,0.2,2.4,2.2,1.8,0.0,2.4,1.4,2.0,0.2,1,0.0,0
657,2016-12-03,Northampton,Leicester,Welford Road,JP Doyle,L,Sat,Dec,2016-17,17.2,19.6,0.2,0.6,1.0,1.0,3.4,0.0,1.8,1.4,2.6,0.0,0,0.0,1
653,2016-12-03,Saracens,Bath,Recreation Ground,Greg Garner,L,Sat,Dec,2016-17,29.0,11.4,0.4,0.2,3.4,2.4,2.4,0.0,1.0,0.8,1.6,0.0,0,1.0,0
661,2016-12-04,Wasps,Worcester,Sixways,Craig Maxwell-Keys,W,Sun,Dec,2016-17,28.8,22.8,0.6,0.4,3.8,2.8,1.4,0.0,2.8,2.0,1.6,0.0,1,1.0,0
660,2016-12-04,Worcester,Wasps,Sixways,Craig Maxwell-Keys,L,Sun,Dec,2016-17,15.4,30.8,0.2,0.8,1.8,1.4,1.2,0.0,3.4,2.8,2.6,0.0,0,0.0,1
658,2016-12-04,Newcastle,Harlequins,Kingston Park,Ian Tempest,W,Sun,Dec,2016-17,15.0,20.8,0.2,0.8,1.6,0.8,1.8,0.0,2.4,2.0,1.6,0.0,1,1.0,1
659,2016-12-04,Harlequins,Newcastle,Kingston Park,Ian Tempest,L,Sun,Dec,2016-17,20.2,23.0,0.2,0.4,2.0,1.0,2.6,0.0,2.4,2.2,2.0,0.2,0,1.0,1
663,2016-12-23,Sale,Northampton,Franklin's Gardens,Greg Garner,L,Fri,Dec,2016-17,14.8,25.2,0.2,0.2,1.8,1.4,1.0,0.0,3.0,2.4,1.8,0.0,0,0.0,0
662,2016-12-23,Northampton,Sale,Franklin's Gardens,Greg Garner,W,Fri,Dec,2016-17,15.4,19.6,0.2,0.4,0.8,0.6,3.4,0.0,1.8,1.4,2.6,0.0,1,0.0,0
665,2016-12-24,Newcastle,Saracens,Allianz Park,Matthew Carley,L,Sat,Dec,2016-17,20.8,25.0,0.2,1.2,2.8,1.6,1.2,0.0,3.0,2.6,1.6,0.0,0,1.0,0
666,2016-12-24,Wasps,Bath,Ricoh Arena,Luke Pearce,W,Sat,Dec,2016-17,24.6,21.6,0.4,0.4,2.8,2.0,2.2,0.0,2.4,1.8,2.0,0.0,1,1.0,1
669,2016-12-24,Leicester,Exeter,Sandy Park,Tom Foley,L,Sat,Dec,2016-17,21.8,14.0,0.2,0.2,1.8,1.6,3.0,0.2,1.2,1.0,2.0,0.0,0,1.0,1
668,2016-12-24,Exeter,Leicester,Sandy Park,Tom Foley,W,Sat,Dec,2016-17,29.4,16.8,0.8,0.0,4.0,3.2,1.0,0.0,1.8,1.2,1.8,0.0,1,1.0,1
667,2016-12-24,Bath,Wasps,Ricoh Arena,Luke Pearce,L,Sat,Dec,2016-17,18.6,10.8,0.2,0.6,1.6,1.4,2.6,0.0,0.8,0.4,1.8,0.2,0,1.0,1
664,2016-12-24,Saracens,Newcastle,Allianz Park,Matthew Carley,W,Sat,Dec,2016-17,23.4,14.2,0.4,0.2,2.6,1.6,2.2,0.2,1.2,0.8,2.2,0.0,1,0.0,1
671,2016-12-26,Worcester,Bristol,Ashton Gate,Wayne Barnes,L,Mon,Dec,2016-17,15.6,34.2,0.2,0.6,1.6,1.4,1.6,0.0,3.8,3.2,2.8,0.0,0,0.0,0
673,2016-12-27,Gloucester,Harlequins,Twickenham Stadium,JP Doyle,L,Tue,Dec,2016-17,25.8,22.0,0.8,0.2,3.2,2.8,1.4,0.0,2.4,1.4,2.4,0.0,0,1.0,0
672,2016-12-27,Harlequins,Gloucester,Twickenham Stadium,JP Doyle,W,Tue,Dec,2016-17,23.0,21.2,0.6,0.4,2.4,1.4,2.6,0.0,2.2,1.8,2.0,0.2,1,0.0,0
675,2016-12-30,Wasps,Newcastle,Kingston Park,Tom Foley,W,Fri,Dec,2016-17,29.8,20.8,0.6,0.4,3.4,2.8,2.4,0.0,2.4,2.0,1.6,0.0,1,1.0,0
674,2016-12-30,Newcastle,Wasps,Kingston Park,Tom Foley,L,Fri,Dec,2016-17,18.2,26.4,0.2,1.0,2.2,1.2,1.6,0.0,3.0,2.4,2.2,0.0,0,0.0,1
677,2016-12-31,Exeter,Bath,Recreation Ground,Craig Maxwell-Keys,W,Sat,Dec,2016-17,30.2,13.4,0.8,0.0,4.0,3.6,1.0,0.0,1.6,0.6,1.4,0.0,1,1.0,0
676,2016-12-31,Bath,Exeter,Recreation Ground,Craig Maxwell-Keys,L,Sat,Dec,2016-17,17.8,18.2,0.4,0.8,1.8,1.4,2.0,0.0,1.6,1.2,2.4,0.2,0,0.0,1
680,2017-01-01,Gloucester,Northampton,Kingsholm,Matthew Carley,L,Sun,Jan,2016-17,25.2,22.2,1.0,0.0,3.2,2.8,1.2,0.0,2.2,1.4,2.8,0.0,0,0.0,1
683,2017-01-01,Saracens,Leicester,Welford Road,JP Doyle,W,Sun,Jan,2016-17,21.6,12.6,0.2,0.2,2.2,1.4,2.4,0.2,1.0,0.8,2.0,0.0,1,1.0,0
681,2017-01-01,Northampton,Gloucester,Kingsholm,Matthew Carley,W,Sun,Jan,2016-17,18.4,16.6,0.2,0.4,1.4,1.2,3.0,0.0,1.8,1.4,1.6,0.0,1,1.0,0
682,2017-01-01,Leicester,Saracens,Welford Road,JP Doyle,L,Sun,Jan,2016-17,17.0,17.6,0.0,0.4,1.4,0.8,2.6,0.2,1.8,1.6,1.8,0.0,0,0.0,1
678,2017-01-01,Sale,Bristol,AJ Bell Stadium,Ian Tempest,L,Sun,Jan,2016-17,15.2,24.0,0.2,0.2,2.0,1.4,0.8,0.0,3.0,2.4,1.4,0.0,0,0.0,1
685,2017-01-01,Harlequins,Worcester,Sixways,Luke Pearce,L,Sun,Jan,2016-17,24.6,24.2,0.6,0.6,2.8,1.8,2.2,0.0,2.8,2.4,1.6,0.2,0,1.0,0
684,2017-01-01,Worcester,Harlequins,Sixways,Luke Pearce,W,Sun,Jan,2016-17,17.0,33.0,0.2,0.4,1.8,1.6,1.6,0.0,3.6,2.8,3.0,0.0,1,0.0,1
687,2017-01-06,Bath,Newcastle,Kingston Park,Greg Garner,L,Fri,Jan,2016-17,17.4,19.6,0.6,0.6,1.8,1.2,2.0,0.0,1.8,1.4,2.4,0.2,0,0.0,0
686,2017-01-06,Newcastle,Bath,Kingston Park,Greg Garner,W,Fri,Jan,2016-17,23.0,27.0,0.6,1.0,3.0,1.6,1.6,0.0,3.0,2.4,2.4,0.0,1,0.0,0
694,2017-01-07,Gloucester,Worcester,Kingsholm,Wayne Barnes,W,Sat,Jan,2016-17,23.6,20.2,1.0,0.0,2.8,2.4,1.6,0.0,2.0,1.2,2.6,0.0,1,0.0,1
689,2017-01-07,Exeter,Saracens,Allianz Park,Ian Tempest,D,Sat,Jan,2016-17,31.6,13.0,0.6,0.2,4.2,3.8,1.0,0.0,1.6,0.4,1.4,0.0,0,1.0,1
693,2017-01-07,Sale,Harlequins,Twickenham Stoop,JP Doyle,L,Sat,Jan,2016-17,13.6,26.2,0.2,0.2,1.6,1.0,1.2,0.0,3.4,2.8,1.2,0.0,0,0.0,0
695,2017-01-07,Worcester,Gloucester,Kingsholm,Wayne Barnes,L,Sat,Jan,2016-17,19.0,29.2,0.2,0.4,1.8,1.4,2.4,0.0,3.0,2.6,3.0,0.0,0,1.0,0
692,2017-01-07,Harlequins,Sale,Twickenham Stoop,JP Doyle,W,Sat,Jan,2016-17,20.8,26.2,0.6,0.6,2.2,1.6,2.2,0.0,2.8,2.2,2.4,0.2,1,0.0,0
690,2017-01-07,Northampton,Bristol,Franklin's Gardens,Andrew Jackson,W,Sat,Jan,2016-17,16.4,15.0,0.2,0.4,1.2,1.0,2.8,0.0,1.4,1.0,2.0,0.0,1,1.0,1
688,2017-01-07,Saracens,Exeter,Allianz Park,Ian Tempest,D,Sat,Jan,2016-17,20.0,13.0,0.2,0.4,1.8,1.0,2.8,0.2,0.8,0.6,2.6,0.0,0,1.0,1
696,2017-01-08,Wasps,Leicester,Ricoh Arena,Craig Maxwell-Keys,W,Sun,Jan,2016-17,30.4,25.6,0.6,0.8,3.4,2.8,2.6,0.0,3.2,2.4,1.6,0.0,1,1.0,0
697,2017-01-08,Leicester,Wasps,Ricoh Arena,Craig Maxwell-Keys,L,Sun,Jan,2016-17,17.4,16.0,0.2,0.4,1.2,0.6,3.2,0.2,1.4,1.2,2.2,0.0,0,0.0,1
698,2017-02-10,Bath,Northampton,Recreation Ground,Wayne Barnes,W,Fri,Feb,2016-17,18.6,22.6,0.8,0.4,2.2,1.4,1.6,0.0,2.4,2.0,2.0,0.2,1,0.0,1
703,2017-02-10,Newcastle,Sale,AJ Bell Stadium,Craig Maxwell-Keys,L,Fri,Feb,2016-17,24.0,25.0,0.6,1.0,3.2,2.2,1.2,0.0,2.8,2.2,2.2,0.0,0,1.0,0
702,2017-02-10,Sale,Newcastle,AJ Bell Stadium,Craig Maxwell-Keys,W,Fri,Feb,2016-17,16.2,26.4,0.4,0.2,2.0,1.0,1.4,0.0,3.2,2.8,1.6,0.0,1,0.0,1
701,2017-02-10,Harlequins,Bristol,Ashton Gate,Matthew Carley,W,Fri,Feb,2016-17,25.4,26.4,0.6,0.8,2.6,2.0,2.8,0.0,3.2,2.2,2.0,0.0,1,1.0,0
699,2017-02-10,Northampton,Bath,Recreation Ground,Wayne Barnes,L,Fri,Feb,2016-17,19.2,16.8,0.4,0.4,2.0,1.6,1.8,0.2,1.4,1.0,2.6,0.0,0,1.0,0
705,2017-02-11,Gloucester,Leicester,Welford Road,Ian Tempest,L,Sat,Feb,2016-17,27.4,20.4,1.0,0.0,3.2,3.0,1.8,0.0,2.2,1.4,2.2,0.0,0,1.0,0
706,2017-02-11,Worcester,Saracens,Sixways,Tom Foley,W,Sat,Feb,2016-17,19.4,36.6,0.0,0.6,2.0,1.4,2.2,0.0,4.4,4.0,2.2,0.0,1,0.0,1
707,2017-02-11,Saracens,Worcester,Sixways,Tom Foley,L,Sat,Feb,2016-17,17.0,13.0,0.2,0.4,1.4,0.8,2.6,0.2,0.8,0.6,2.6,0.0,0,0.0,0
704,2017-02-11,Leicester,Gloucester,Welford Road,Ian Tempest,W,Sat,Feb,2016-17,15.6,19.2,0.4,0.4,1.2,0.6,2.8,0.0,2.0,1.6,2.0,0.0,1,0.0,1
709,2017-02-12,Wasps,Exeter,Sandy Park,Greg Garner,D,Sun,Feb,2016-17,31.2,21.6,0.6,0.8,3.6,3.0,2.4,0.0,2.4,1.8,2.0,0.0,0,1.0,1
708,2017-02-12,Exeter,Wasps,Sandy Park,Greg Garner,D,Sun,Feb,2016-17,27.8,11.8,0.4,0.2,3.6,3.4,1.0,0.0,1.4,0.6,1.2,0.0,0,0.0,1
