,date,team1Name,team2Name,venue,referee,result,day,month,season,avgLast5ScoresTeam1,avgLast5ScoresAgainstTeam1,avgLast5ScoresTeam2,avgLast5ScoresAgainstTeam2,avgLast5BpsTeam1,avgLast5BpsAgainstTeam1,avgLast5BpsTeam2,avgLast5BpsAgainstTeam2,avgLast5TriesTeam1,avgLast5ConversionsTeam1,avgLast5PenaltiesTeam1,avgLast5DropGoalsTeam1,avgLast5TriesAgainstTeam1,avgLast5ConversionsAgainstTeam1,avgLast5PenaltiesAgainstTeam1,avgLast5DropGoalsAgainstTeam1,avgLast5TriesTeam2,avgLast5ConversionsTeam2,avgLast5PenaltiesTeam2,avgLast5DropGoalsTeam2,avgLast5TriesAgainstTeam2,avgLast5ConversionsAgainstTeam2,avgLast5PenaltiesAgainstTeam2,avgLast5DropGoalsAgainstTeam2,targetCode,wonLastGameTeam1,wonLastGameTeam2
603,2016-10-07,Sale,Bath,Recreation Ground,Tom Foley,L,Fri,Oct,2016-17,23.4,23.8,28.4,16.2,0.6,0.4,0.4,0.2,2.6,2.2,2.0,0.0,2.4,2.0,2.6,0.0,3.2,2.6,1.6,0.8,1.8,1.2,1.6,0.0,0,1.0,1
602,2016-10-07,Bath,Sale,Recreation Ground,Tom Foley,W,Fri,Oct,2016-17,28.4,16.2,23.4,23.8,0.4,0.2,0.6,0.4,3.2,2.6,1.6,0.8,1.8,1.2,1.6,0.0,2.6,2.2,2.0,0.0,2.4,2.0,2.6,0.0,1,1.0,1
611,2016-10-08,Bristol,Newcastle,Kingston Park,Wayne Barnes,L,Sat,Oct,2016-17,13.6,40.6,12.8,22.6,0.2,0.8,0.4,0.6,2.0,1.2,0.4,0.0,5.2,4.0,2.2,0.0,1.0,0.6,2.2,0.0,2.6,1.8,1.8,0.2,0,0.0,0
609,2016-10-08,Worcester,Leicester,Welford Road,Tim Wigglesworth,L,Sat,Oct,2016-17,18.6,27.6,27.6,25.2,0.2,0.8,0.4,1.0,2.4,1.2,1.4,0.0,2.8,2.6,2.8,0.0,2.8,2.0,3.2,0.0,3.0,3.0,1.4,0.0,0,1.0,0
606,2016-10-08,Harlequins,Northampton,Twickenham Stoop,Ian Tempest,W,Sat,Oct,2016-17,18.2,26.2,18.6,18.8,0.0,0.8,0.6,0.2,2.0,1.4,1.8,0.0,3.4,2.8,1.2,0.0,2.0,1.6,1.8,0.0,1.2,1.0,3.2,0.4,1,0.0,1
608,2016-10-08,Leicester,Worcester,Welford Road,Tim Wigglesworth,W,Sat,Oct,2016-17,27.6,25.2,18.6,27.6,0.4,1.0,0.2,0.8,2.8,2.0,3.2,0.0,3.0,3.0,1.4,0.0,2.4,1.2,1.4,0.0,2.8,2.6,2.8,0.0,1,0.0,1
607,2016-10-08,Northampton,Harlequins,Twickenham Stoop,Ian Tempest,L,Sat,Oct,2016-17,18.6,18.8,18.2,26.2,0.6,0.2,0.0,0.8,2.0,1.6,1.8,0.0,1.2,1.0,3.2,0.4,2.0,1.4,1.8,0.0,3.4,2.8,1.2,0.0,0,1.0,0
610,2016-10-08,Newcastle,Bristol,Kingston Park,Wayne Barnes,W,Sat,Oct,2016-17,12.8,22.6,13.6,40.6,0.4,0.6,0.2,0.8,1.0,0.6,2.2,0.0,2.6,1.8,1.8,0.2,2.0,1.2,0.4,0.0,5.2,4.0,2.2,0.0,1,0.0,0
604,2016-10-08,Exeter,Gloucester,Sandy Park,Greg Garner,D,Sat,Oct,2016-17,25.8,24.2,19.8,21.4,0.8,0.2,0.6,0.2,2.8,2.6,2.2,0.0,3.2,2.0,1.4,0.0,1.8,1.8,2.4,0.0,2.8,1.6,1.2,0.2,0,0.0,0
605,2016-10-08,Gloucester,Exeter,Sandy Park,Greg Garner,D,Sat,Oct,2016-17,19.8,21.4,25.8,24.2,0.6,0.2,0.8,0.2,1.8,1.8,2.4,0.0,2.8,1.6,1.2,0.2,2.8,2.6,2.2,0.0,3.2,2.0,1.4,0.0,0,0.0,0
613,2016-10-09,Wasps,Saracens,Allianz Park,Matthew Carley,L,Sun,Oct,2016-17,39.2,19.4,29.0,9.0,0.6,0.4,0.8,0.0,5.2,4.2,1.6,0.0,2.2,1.2,2.0,0.0,3.4,2.4,2.4,0.0,0.6,0.6,1.6,0.0,0,1.0,1
612,2016-10-09,Saracens,Wasps,Allianz Park,Matthew Carley,W,Sun,Oct,2016-17,29.0,9.0,39.2,19.4,0.8,0.0,0.6,0.4,3.4,2.4,2.4,0.0,0.6,0.6,1.6,0.0,5.2,4.2,1.6,0.0,2.2,1.2,2.0,0.0,1,1.0,1
615,2016-10-28,Gloucester,Northampton,Franklin's Gardens,Tom Foley,L,Fri,Oct,2016-17,19.0,19.2,17.6,19.2,0.2,0.2,0.4,0.2,1.6,1.6,2.6,0.0,2.6,1.0,1.2,0.2,1.6,1.2,2.4,0.0,1.4,1.0,3.4,0.0,0,0.0,0
614,2016-10-28,Northampton,Gloucester,Franklin's Gardens,Tom Foley,W,Fri,Oct,2016-17,17.6,19.2,19.0,19.2,0.4,0.2,0.2,0.2,1.6,1.2,2.4,0.0,1.4,1.0,3.4,0.0,1.6,1.6,2.6,0.0,2.6,1.0,1.2,0.2,1,0.0,1
619,2016-10-29,Leicester,Saracens,Allianz Park,Wayne Barnes,L,Sat,Oct,2016-17,26.8,21.6,28.0,11.2,0.4,0.6,0.8,0.0,2.6,1.8,3.4,0.0,2.4,2.4,1.6,0.0,3.4,2.2,2.2,0.0,0.8,0.6,2.0,0.0,0,1.0,1
616,2016-10-29,Harlequins,Worcester,Twickenham Stoop,Luke Pearce,W,Sat,Oct,2016-17,18.0,24.2,20.6,27.4,0.0,0.6,0.2,0.8,1.8,1.2,2.2,0.0,2.8,2.4,1.8,0.0,2.6,1.4,1.6,0.0,2.8,2.8,2.6,0.0,1,1.0,0
617,2016-10-29,Worcester,Harlequins,Twickenham Stoop,Luke Pearce,L,Sat,Oct,2016-17,20.6,27.4,18.0,24.2,0.2,0.8,0.0,0.6,2.6,1.4,1.6,0.0,2.8,2.8,2.6,0.0,1.8,1.2,2.2,0.0,2.8,2.4,1.8,0.0,0,0.0,1
618,2016-10-29,Saracens,Leicester,Allianz Park,Wayne Barnes,W,Sat,Oct,2016-17,28.0,11.2,26.8,21.6,0.8,0.0,0.4,0.6,3.4,2.2,2.2,0.0,0.8,0.6,2.0,0.0,2.6,1.8,3.4,0.0,2.4,2.4,1.6,0.0,1,1.0,1
621,2016-10-30,Newcastle,Wasps,Ricoh Arena,Craig Maxwell-Keys,L,Sun,Oct,2016-17,12.8,22.0,37.0,21.4,0.4,0.6,0.6,0.4,1.4,0.8,1.4,0.0,2.6,1.8,1.6,0.2,4.8,3.8,1.8,0.0,2.6,1.2,2.0,0.0,0,1.0,0
624,2016-10-30,Exeter,Bath,Sandy Park,Ian Tempest,L,Sun,Oct,2016-17,27.2,24.6,30.8,14.0,0.8,0.2,0.4,0.0,3.2,2.6,2.0,0.0,3.2,2.2,1.4,0.0,3.8,3.2,1.4,0.4,1.4,0.8,1.8,0.0,0,0.0,1
623,2016-10-30,Sale,Bristol,Ashton Gate,JP Doyle,W,Sun,Oct,2016-17,20.6,26.0,12.6,40.2,0.4,0.4,0.2,0.8,2.2,1.8,2.0,0.0,2.8,2.4,2.4,0.0,1.8,1.2,0.4,0.0,5.4,4.2,1.6,0.0,1,0.0,0
620,2016-10-30,Wasps,Newcastle,Ricoh Arena,Craig Maxwell-Keys,W,Sun,Oct,2016-17,37.0,21.4,12.8,22.0,0.6,0.4,0.4,0.6,4.8,3.8,1.8,0.0,2.6,1.2,2.0,0.0,1.4,0.8,1.4,0.0,2.6,1.8,1.6,0.2,1,0.0,1
622,2016-10-30,Bristol,Sale,Ashton Gate,JP Doyle,L,Sun,Oct,2016-17,12.6,40.2,20.6,26.0,0.2,0.8,0.4,0.4,1.8,1.2,0.4,0.0,5.4,4.2,1.6,0.0,2.2,1.8,2.0,0.0,2.8,2.4,2.4,0.0,0,0.0,0
625,2016-10-30,Bath,Exeter,Sandy Park,Ian Tempest,W,Sun,Oct,2016-17,30.8,14.0,27.2,24.6,0.4,0.0,0.8,0.2,3.8,3.2,1.4,0.4,1.4,0.8,1.8,0.0,3.2,2.6,2.0,0.0,3.2,2.2,1.4,0.0,1,1.0,1
626,2016-11-18,Bath,Bristol,Recreation Ground,Ian Tempest,W,Fri,Nov,2016-17,21.8,15.0,13.2,40.0,0.2,0.2,0.2,0.8,2.4,2.2,1.6,0.2,1.4,1.0,2.0,0.0,1.8,1.2,0.6,0.0,5.6,4.2,1.2,0.0,1,1.0,0
631,2016-11-18,Exeter,Newcastle,Kingston Park,Tim Wigglesworth,W,Fri,Nov,2016-17,26.6,20.4,13.0,16.6,1.0,0.0,0.4,0.6,3.2,2.6,1.8,0.0,2.4,1.8,1.6,0.0,1.2,0.8,1.8,0.0,1.8,1.4,1.6,0.0,1,0.0,0
627,2016-11-18,Bristol,Bath,Recreation Ground,Ian Tempest,L,Fri,Nov,2016-17,13.2,40.0,21.8,15.0,0.2,0.8,0.2,0.2,1.8,1.2,0.6,0.0,5.6,4.2,1.2,0.0,2.4,2.2,1.6,0.2,1.4,1.0,2.0,0.0,0,0.0,1
629,2016-11-18,Northampton,Worcester,Sixways,Greg MacDonald,W,Fri,Nov,2016-17,15.8,21.2,18.8,30.0,0.2,0.4,0.2,1.0,1.2,1.0,2.6,0.0,1.6,1.2,3.6,0.0,2.4,1.6,1.2,0.0,3.4,3.0,2.2,0.0,1,1.0,0
628,2016-11-18,Worcester,Northampton,Sixways,Greg MacDonald,L,Fri,Nov,2016-17,18.8,30.0,15.8,21.2,0.2,1.0,0.2,0.4,2.4,1.6,1.2,0.0,3.4,3.0,2.2,0.0,1.2,1.0,2.6,0.0,1.6,1.2,3.6,0.0,0,0.0,1
630,2016-11-18,Newcastle,Exeter,Kingston Park,Tim Wigglesworth,L,Fri,Nov,2016-17,13.0,16.6,26.6,20.4,0.4,0.6,1.0,0.0,1.2,0.8,1.8,0.0,1.8,1.4,1.6,0.0,3.2,2.6,1.8,0.0,2.4,1.8,1.6,0.0,0,0.0,0
633,2016-11-19,Wasps,Gloucester,Kingsholm,Dean Richards,L,Sat,Nov,2016-17,36.4,18.2,18.4,19.2,0.6,0.4,0.4,0.2,4.8,3.8,1.6,0.0,2.2,1.2,1.6,0.0,1.6,1.6,2.4,0.0,2.4,1.2,1.4,0.2,0,1.0,0
632,2016-11-19,Gloucester,Wasps,Kingsholm,Dean Richards,W,Sat,Nov,2016-17,18.4,19.2,36.4,18.2,0.4,0.2,0.6,0.4,1.6,1.6,2.4,0.0,2.4,1.2,1.4,0.2,4.8,3.8,1.6,0.0,2.2,1.2,1.6,0.0,1,0.0,1
635,2016-11-20,Saracens,Sale,AJ Bell Stadium,Andrew Jackson,W,Sun,Nov,2016-17,26.0,10.6,23.0,26.6,0.6,0.0,0.6,0.4,3.0,2.2,2.2,0.0,0.8,0.6,1.8,0.0,3.0,2.2,1.2,0.0,2.8,2.4,2.6,0.0,1,1.0,1
636,2016-11-20,Leicester,Harlequins,Welford Road,Craig Maxwell-Keys,W,Sun,Nov,2016-17,24.4,19.6,23.2,23.2,0.4,0.4,0.2,0.6,2.4,2.0,2.8,0.0,2.2,2.2,1.4,0.0,2.6,1.6,2.2,0.0,3.0,2.6,1.0,0.0,1,0.0,1
637,2016-11-20,Harlequins,Leicester,Welford Road,Craig Maxwell-Keys,L,Sun,Nov,2016-17,23.2,23.2,24.4,19.6,0.2,0.6,0.4,0.4,2.6,1.6,2.2,0.0,3.0,2.6,1.0,0.0,2.4,2.0,2.8,0.0,2.2,2.2,1.4,0.0,0,1.0,0
634,2016-11-20,Sale,Saracens,AJ Bell Stadium,Andrew Jackson,L,Sun,Nov,2016-17,23.0,26.6,26.0,10.6,0.6,0.4,0.6,0.0,3.0,2.2,1.2,0.0,2.8,2.4,2.6,0.0,3.0,2.2,2.2,0.0,0.8,0.6,1.8,0.0,0,1.0,1
641,2016-11-25,Newcastle,Northampton,Franklin's Gardens,Andrew Jackson,W,Fri,Nov,2016-17,14.2,20.2,17.0,19.2,0.2,0.8,0.2,0.6,1.4,0.6,2.0,0.0,2.4,2.0,1.4,0.0,1.2,1.0,3.0,0.0,1.6,1.4,2.8,0.0,1,0.0,1
640,2016-11-25,Northampton,Newcastle,Franklin's Gardens,Andrew Jackson,L,Fri,Nov,2016-17,17.0,19.2,14.2,20.2,0.2,0.6,0.2,0.8,1.2,1.0,3.0,0.0,1.6,1.4,2.8,0.0,1.4,0.6,2.0,0.0,2.4,2.0,1.4,0.0,0,1.0,0
638,2016-11-25,Bristol,Leicester,Ashton Gate,Tim Wigglesworth,L,Fri,Nov,2016-17,10.6,29.2,26.6,18.2,0.4,0.6,0.4,0.2,1.2,0.8,1.0,0.0,3.8,3.0,1.4,0.0,2.4,2.2,3.2,0.2,2.0,2.0,1.4,0.0,0,0.0,1
639,2016-11-25,Leicester,Bristol,Ashton Gate,Tim Wigglesworth,W,Fri,Nov,2016-17,26.6,18.2,10.6,29.2,0.4,0.2,0.4,0.6,2.4,2.2,3.2,0.2,2.0,2.0,1.4,0.0,1.2,0.8,1.0,0.0,3.8,3.0,1.4,0.0,1,1.0,0
642,2016-11-26,Exeter,Worcester,Sandy Park,Matthew O’Grady,W,Sat,Nov,2016-17,25.8,19.2,17.8,26.2,1.0,0.0,0.4,0.8,3.0,2.4,2.0,0.0,2.2,1.4,1.8,0.0,2.2,1.6,1.2,0.0,2.6,2.2,2.8,0.0,1,1.0,0
643,2016-11-26,Worcester,Exeter,Sandy Park,Matthew O’Grady,L,Sat,Nov,2016-17,17.8,26.2,25.8,19.2,0.4,0.8,1.0,0.0,2.2,1.6,1.2,0.0,2.6,2.2,2.8,0.0,3.0,2.4,2.0,0.0,2.2,1.4,1.8,0.0,0,0.0,1
647,2016-11-27,Sale,Wasps,Ricoh Arena,Tom Foley,L,Sun,Nov,2016-17,23.0,27.0,26.0,21.0,0.6,0.4,0.4,0.6,2.8,2.4,1.4,0.0,3.0,2.4,2.4,0.0,3.2,2.6,1.6,0.0,2.6,1.6,1.6,0.0,0,0.0,0
645,2016-11-27,Gloucester,Saracens,Allianz Park,Greg MacDonald,L,Sun,Nov,2016-17,20.4,20.2,26.2,10.8,0.6,0.2,0.6,0.0,2.2,2.0,1.8,0.0,2.4,1.4,1.6,0.2,3.2,2.4,1.8,0.0,1.0,0.8,1.4,0.0,0,1.0,1
644,2016-11-27,Saracens,Gloucester,Allianz Park,Greg MacDonald,W,Sun,Nov,2016-17,26.2,10.8,20.4,20.2,0.6,0.0,0.6,0.2,3.2,2.4,1.8,0.0,1.0,0.8,1.4,0.0,2.2,2.0,1.8,0.0,2.4,1.4,1.6,0.2,1,1.0,1
648,2016-11-27,Harlequins,Bath,Twickenham Stoop,Dean Richards,W,Sun,Nov,2016-17,19.4,21.0,17.6,12.4,0.2,0.4,0.0,0.4,2.0,1.2,2.2,0.0,2.2,2.0,1.8,0.2,1.8,1.6,1.6,0.2,0.8,0.6,2.4,0.0,1,0.0,1
649,2016-11-27,Bath,Harlequins,Twickenham Stoop,Dean Richards,L,Sun,Nov,2016-17,17.6,12.4,19.4,21.0,0.0,0.4,0.2,0.4,1.8,1.6,1.6,0.2,0.8,0.6,2.4,0.0,2.0,1.2,2.2,0.0,2.2,2.0,1.8,0.2,0,1.0,0
646,2016-11-27,Wasps,Sale,Ricoh Arena,Tom Foley,W,Sun,Nov,2016-17,26.0,21.0,23.0,27.0,0.4,0.6,0.6,0.4,3.2,2.6,1.6,0.0,2.6,1.6,1.6,0.0,2.8,2.4,1.4,0.0,3.0,2.4,2.4,0.0,1,0.0,0
651,2016-12-02,Exeter,Sale,AJ Bell Stadium,Wayne Barnes,W,Fri,Dec,2016-17,29.0,20.2,21.0,27.0,1.0,0.0,0.4,0.4,3.6,2.8,1.8,0.0,2.2,1.6,2.0,0.0,2.6,2.2,1.2,0.0,3.0,2.4,2.4,0.0,1,1.0,0
650,2016-12-02,Sale,Exeter,AJ Bell Stadium,Wayne Barnes,L,Fri,Dec,2016-17,21.0,27.0,29.0,20.2,0.4,0.4,1.0,0.0,2.6,2.2,1.2,0.0,3.0,2.4,2.4,0.0,3.6,2.8,1.8,0.0,2.2,1.6,2.0,0.0,0,0.0,1
655,2016-12-03,Bristol,Gloucester,Kingsholm,Matthew Carley,L,Sat,Dec,2016-17,10.4,25.2,21.8,21.4,0.6,0.4,0.6,0.2,0.8,0.8,1.6,0.0,3.2,2.2,1.6,0.0,2.4,2.2,1.8,0.0,2.4,1.4,2.0,0.2,0,0.0,0
653,2016-12-03,Saracens,Bath,Recreation Ground,Greg Garner,L,Sat,Dec,2016-17,29.0,11.4,18.8,9.8,0.4,0.2,0.2,0.4,3.4,2.4,2.4,0.0,1.0,0.8,1.6,0.0,1.8,1.6,2.0,0.2,0.6,0.4,2.0,0.0,0,1.0,0
652,2016-12-03,Bath,Saracens,Recreation Ground,Greg Garner,W,Sat,Dec,2016-17,18.8,9.8,29.0,11.4,0.2,0.4,0.4,0.2,1.8,1.6,2.0,0.2,0.6,0.4,2.0,0.0,3.4,2.4,2.4,0.0,1.0,0.8,1.6,0.0,1,0.0,1
657,2016-12-03,Northampton,Leicester,Welford Road,JP Doyle,L,Sat,Dec,2016-17,17.2,19.6,24.0,18.6,0.2,0.6,0.4,0.4,1.0,1.0,3.4,0.0,1.8,1.4,2.6,0.0,2.2,2.0,2.8,0.2,1.8,1.8,2.0,0.0,0,0.0,1
656,2016-12-03,Leicester,Northampton,Welford Road,JP Doyle,W,Sat,Dec,2016-17,24.0,18.6,17.2,19.6,0.4,0.4,0.2,0.6,2.2,2.0,2.8,0.2,1.8,1.8,2.0,0.0,1.0,1.0,3.4,0.0,1.8,1.4,2.6,0.0,1,1.0,0
654,2016-12-03,Gloucester,Bristol,Kingsholm,Matthew Carley,W,Sat,Dec,2016-17,21.8,21.4,10.4,25.2,0.6,0.2,0.6,0.4,2.4,2.2,1.8,0.0,2.4,1.4,2.0,0.2,0.8,0.8,1.6,0.0,3.2,2.2,1.6,0.0,1,0.0,0
660,2016-12-04,Worcester,Wasps,Sixways,Craig Maxwell-Keys,L,Sun,Dec,2016-17,15.4,30.8,28.8,22.8,0.2,0.8,0.6,0.4,1.8,1.4,1.2,0.0,3.4,2.8,2.6,0.0,3.8,2.8,1.4,0.0,2.8,2.0,1.6,0.0,0,0.0,1
659,2016-12-04,Harlequins,Newcastle,Kingston Park,Ian Tempest,L,Sun,Dec,2016-17,20.2,23.0,15.0,20.8,0.2,0.4,0.2,0.8,2.0,1.0,2.6,0.0,2.4,2.2,2.0,0.2,1.6,0.8,1.8,0.0,2.4,2.0,1.6,0.0,0,1.0,1
661,2016-12-04,Wasps,Worcester,Sixways,Craig Maxwell-Keys,W,Sun,Dec,2016-17,28.8,22.8,15.4,30.8,0.6,0.4,0.2,0.8,3.8,2.8,1.4,0.0,2.8,2.0,1.6,0.0,1.8,1.4,1.2,0.0,3.4,2.8,2.6,0.0,1,1.0,0
658,2016-12-04,Newcastle,Harlequins,Kingston Park,Ian Tempest,W,Sun,Dec,2016-17,15.0,20.8,20.2,23.0,0.2,0.8,0.2,0.4,1.6,0.8,1.8,0.0,2.4,2.0,1.6,0.0,2.0,1.0,2.6,0.0,2.4,2.2,2.0,0.2,1,1.0,1
662,2016-12-23,Northampton,Sale,Franklin's Gardens,Greg Garner,W,Fri,Dec,2016-17,15.4,19.6,14.8,25.2,0.2,0.4,0.2,0.2,0.8,0.6,3.4,0.0,1.8,1.4,2.6,0.0,1.8,1.4,1.0,0.0,3.0,2.4,1.8,0.0,1,0.0,0
663,2016-12-23,Sale,Northampton,Franklin's Gardens,Greg Garner,L,Fri,Dec,2016-17,14.8,25.2,15.4,19.6,0.2,0.2,0.2,0.4,1.8,1.4,1.0,0.0,3.0,2.4,1.8,0.0,0.8,0.6,3.4,0.0,1.8,1.4,2.6,0.0,0,0.0,0
669,2016-12-24,Leicester,Exeter,Sandy Park,Tom Foley,L,Sat,Dec,2016-17,21.8,14.0,29.4,16.8,0.2,0.2,0.8,0.0,1.8,1.6,3.0,0.2,1.2,1.0,2.0,0.0,4.0,3.2,1.0,0.0,1.8,1.2,1.8,0.0,0,1.0,1
664,2016-12-24,Saracens,Newcastle,Allianz Park,Matthew Carley,W,Sat,Dec,2016-17,23.4,14.2,20.8,25.0,0.4,0.2,0.2,1.2,2.6,1.6,2.2,0.2,1.2,0.8,2.2,0.0,2.8,1.6,1.2,0.0,3.0,2.6,1.6,0.0,1,0.0,1
668,2016-12-24,Exeter,Leicester,Sandy Park,Tom Foley,W,Sat,Dec,2016-17,29.4,16.8,21.8,14.0,0.8,0.0,0.2,0.2,4.0,3.2,1.0,0.0,1.8,1.2,1.8,0.0,1.8,1.6,3.0,0.2,1.2,1.0,2.0,0.0,1,1.0,1
667,2016-12-24,Bath,Wasps,Ricoh Arena,Luke Pearce,L,Sat,Dec,2016-17,18.6,10.8,24.6,21.6,0.2,0.6,0.4,0.4,1.6,1.4,2.6,0.0,0.8,0.4,1.8,0.2,2.8,2.0,2.2,0.0,2.4,1.8,2.0,0.0,0,1.0,1
666,2016-12-24,Wasps,Bath,Ricoh Arena,Luke Pearce,W,Sat,Dec,2016-17,24.6,21.6,18.6,10.8,0.4,0.4,0.2,0.6,2.8,2.0,2.2,0.0,2.4,1.8,2.0,0.0,1.6,1.4,2.6,0.0,0.8,0.4,1.8,0.2,1,1.0,1
665,2016-12-24,Newcastle,Saracens,Allianz Park,Matthew Carley,L,Sat,Dec,2016-17,20.8,25.0,23.4,14.2,0.2,1.2,0.4,0.2,2.8,1.6,1.2,0.0,3.0,2.6,1.6,0.0,2.6,1.6,2.2,0.2,1.2,0.8,2.2,0.0,0,1.0,0
671,2016-12-26,Worcester,Bristol,Ashton Gate,Wayne Barnes,L,Mon,Dec,2016-17,15.6,34.2,14.0,22.6,0.2,0.6,0.6,0.4,1.6,1.4,1.6,0.0,3.8,3.2,2.8,0.0,1.2,1.0,2.0,0.0,3.0,2.0,1.2,0.0,0,0.0,0
670,2016-12-26,Bristol,Worcester,Ashton Gate,Wayne Barnes,W,Mon,Dec,2016-17,14.0,22.6,15.6,34.2,0.6,0.4,0.2,0.6,1.2,1.0,2.0,0.0,3.0,2.0,1.2,0.0,1.6,1.4,1.6,0.0,3.8,3.2,2.8,0.0,1,0.0,0
672,2016-12-27,Harlequins,Gloucester,Twickenham Stadium,JP Doyle,W,Tue,Dec,2016-17,23.0,21.2,25.8,22.0,0.6,0.4,0.8,0.2,2.4,1.4,2.6,0.0,2.2,1.8,2.0,0.2,3.2,2.8,1.4,0.0,2.4,1.4,2.4,0.0,1,0.0,1
673,2016-12-27,Gloucester,Harlequins,Twickenham Stadium,JP Doyle,L,Tue,Dec,2016-17,25.8,22.0,23.0,21.2,0.8,0.2,0.6,0.4,3.2,2.8,1.4,0.0,2.4,1.4,2.4,0.0,2.4,1.4,2.6,0.0,2.2,1.8,2.0,0.2,0,1.0,0
674,2016-12-30,Newcastle,Wasps,Kingston Park,Tom Foley,L,Fri,Dec,2016-17,18.2,26.4,29.8,20.8,0.2,1.0,0.6,0.4,2.2,1.2,1.6,0.0,3.0,2.4,2.2,0.0,3.4,2.8,2.4,0.0,2.4,2.0,1.6,0.0,0,0.0,1
675,2016-12-30,Wasps,Newcastle,Kingston Park,Tom Foley,W,Fri,Dec,2016-17,29.8,20.8,18.2,26.4,0.6,0.4,0.2,1.0,3.4,2.8,2.4,0.0,2.4,2.0,1.6,0.0,2.2,1.2,1.6,0.0,3.0,2.4,2.2,0.0,1,1.0,0
677,2016-12-31,Exeter,Bath,Recreation Ground,Craig Maxwell-Keys,W,Sat,Dec,2016-17,30.2,13.4,17.8,18.2,0.8,0.0,0.4,0.8,4.0,3.6,1.0,0.0,1.6,0.6,1.4,0.0,1.8,1.4,2.0,0.0,1.6,1.2,2.4,0.2,1,1.0,0
676,2016-12-31,Bath,Exeter,Recreation Ground,Craig Maxwell-Keys,L,Sat,Dec,2016-17,17.8,18.2,30.2,13.4,0.4,0.8,0.8,0.0,1.8,1.4,2.0,0.0,1.6,1.2,2.4,0.2,4.0,3.6,1.0,0.0,1.6,0.6,1.4,0.0,0,0.0,1
678,2017-01-01,Sale,Bristol,AJ Bell Stadium,Ian Tempest,L,Sun,Jan,2016-17,15.2,24.0,16.8,22.8,0.2,0.2,0.4,0.4,2.0,1.4,0.8,0.0,3.0,2.4,1.4,0.0,1.4,1.0,2.6,0.0,2.8,2.0,1.6,0.0,0,0.0,1
680,2017-01-01,Gloucester,Northampton,Kingsholm,Matthew Carley,L,Sun,Jan,2016-17,25.2,22.2,18.4,16.6,1.0,0.0,0.2,0.4,3.2,2.8,1.2,0.0,2.2,1.4,2.8,0.0,1.4,1.2,3.0,0.0,1.8,1.4,1.6,0.0,0,0.0,1
683,2017-01-01,Saracens,Leicester,Welford Road,JP Doyle,W,Sun,Jan,2016-17,21.6,12.6,17.0,17.6,0.2,0.2,0.0,0.4,2.2,1.4,2.4,0.2,1.0,0.8,2.0,0.0,1.4,0.8,2.6,0.2,1.8,1.6,1.8,0.0,1,1.0,0
681,2017-01-01,Northampton,Gloucester,Kingsholm,Matthew Carley,W,Sun,Jan,2016-17,18.4,16.6,25.2,22.2,0.2,0.4,1.0,0.0,1.4,1.2,3.0,0.0,1.8,1.4,1.6,0.0,3.2,2.8,1.2,0.0,2.2,1.4,2.8,0.0,1,1.0,0
682,2017-01-01,Leicester,Saracens,Welford Road,JP Doyle,L,Sun,Jan,2016-17,17.0,17.6,21.6,12.6,0.0,0.4,0.2,0.2,1.4,0.8,2.6,0.2,1.8,1.6,1.8,0.0,2.2,1.4,2.4,0.2,1.0,0.8,2.0,0.0,0,0.0,1
684,2017-01-01,Worcester,Harlequins,Sixways,Luke Pearce,W,Sun,Jan,2016-17,17.0,33.0,24.6,24.2,0.2,0.4,0.6,0.6,1.8,1.6,1.6,0.0,3.6,2.8,3.0,0.0,2.8,1.8,2.2,0.0,2.8,2.4,1.6,0.2,1,0.0,1
679,2017-01-01,Bristol,Sale,AJ Bell Stadium,Ian Tempest,W,Sun,Jan,2016-17,16.8,22.8,15.2,24.0,0.4,0.4,0.2,0.2,1.4,1.0,2.6,0.0,2.8,2.0,1.6,0.0,2.0,1.4,0.8,0.0,3.0,2.4,1.4,0.0,1,1.0,0
685,2017-01-01,Harlequins,Worcester,Sixways,Luke Pearce,L,Sun,Jan,2016-17,24.6,24.2,17.0,33.0,0.6,0.6,0.2,0.4,2.8,1.8,2.2,0.0,2.8,2.4,1.6,0.2,1.8,1.6,1.6,0.0,3.6,2.8,3.0,0.0,0,1.0,0
687,2017-01-06,Bath,Newcastle,Kingston Park,Greg Garner,L,Fri,Jan,2016-17,17.4,19.6,23.0,27.0,0.6,0.6,0.6,1.0,1.8,1.2,2.0,0.0,1.8,1.4,2.4,0.2,3.0,1.6,1.6,0.0,3.0,2.4,2.4,0.0,0,0.0,0
686,2017-01-06,Newcastle,Bath,Kingston Park,Greg Garner,W,Fri,Jan,2016-17,23.0,27.0,17.4,19.6,0.6,1.0,0.6,0.6,3.0,1.6,1.6,0.0,3.0,2.4,2.4,0.0,1.8,1.2,2.0,0.0,1.8,1.4,2.4,0.2,1,0.0,0
688,2017-01-07,Saracens,Exeter,Allianz Park,Ian Tempest,D,Sat,Jan,2016-17,20.0,13.0,31.6,13.0,0.2,0.4,0.6,0.2,1.8,1.0,2.8,0.2,0.8,0.6,2.6,0.0,4.2,3.8,1.0,0.0,1.6,0.4,1.4,0.0,0,1.0,1
